repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 0841;100077933;;;122 p.|62;106;72;;;1;;;;;;;;;;1601;1700;17e s. (Medium);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038346t/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 0894;100125754;;;107;164;110;;;1;;;;;;;;;;1490;1510;From : 1470 (CCLL) To : 1500 (CCLL);Rouen (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10020246c/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 1017;;;;140;142;103;;;2;;;;Textualis;Libraria;;;Walter de Mechelen   (Copiste)|9 lettres historiées (p. 29, 46, 60, 61, 77, 97, 115, 133, 214), lettres ornées (Virgo);;1270;1290;From : 1280 (CCLL) To : 1300 (CCLL);Saint-Pierre de Grimbergen (Place)|Brabant (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b100255484/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 1416;;;;;;;;;;;;;Cursiva;Formata;;;Fouquet, Jean (141.-147.) (Enlumineur);;1452;1470;;Tours (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b105094102/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3027;;;;78;172;120;;;1;;;;Cursiva;Formata;;;;;1500;1505;From : 1499 (CCLL) To : 1503 (CCLL);Normandie (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84328965/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3055;100062336;;parchment;252 f.;140;100;70;48;1;;;;Textualis;Formata;;;Maître de Guillebert de Mets   (Enlumineur);;1400;1429;c.1410-1419 (c.1406-1415 ?);Tournai (Place)|Gent (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b525095563/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3090;;;;125 ff. (CCLL);145;87;;;1;22;;;Humanistique;Formata;;;Banque d'images: date 1530?;;1520;1530;From : 1520 (CCLL) To : 1540 (CCLL);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515741t/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3093;100081016;;parchment;VI ff.+240 pp. (CCLL)|126 f.;285;205;;;1;;;;Textualis;Formata;;;Maître du Parement de Narbonne   (Enlumineur)|25 miniatures, bordures, lettres historiées, ornées et filigranées (Virgo);;1380|1386;1400|1415;1380? + 1412-1432 (Stutzmann) From : 1405 (CCLL) To : 1409 (CCLL);Paris (Place)|Bourges (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84496839/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3107;100077935;;parchment;251 f.;220;165;;;1;;;;Textualis;Formata;;;Maître de la Mazarine (Enlumineur)_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 45r, Annonciation, phylactère textualis|Paris painter;;1401;1421;1410-1422 (Stutzmann) 1401-1500 (Medium) From : 1410 (CCLL) To : 1412 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10032954j/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3109;100077936;;parchment;148 f.;175;125;;;1;;;;Textualis;Libraria;;;"http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7867947";;1410;1430;1420? (Stutzmann) 1401-1500 (Medium) From : 1420 (CCLL) To : 1420 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035303s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3110;100077937;;parchment;178 f.;200;145;110;75;1;17;;;Textualis;Formata;;;;;1420;1450;c.1430-1440;Nederland, Sud (Place)|Brugge (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509634r/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3111;100062338;;parchment;163 f.|163;250;175;;;1;;;;;;;;13r, s. Luc, phylactère + livre écrit textualis;;1420;1435;1401-1500 (Medium) From : 1400 (CCLL) To : 1450 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509627p/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3112;100062339;;;;;;;;1;15;;;Textualis;Libraria/Formata;;;Maître de Guillebert de Mets   (Enlumineur);;1415;1435;1430-1450 (Stutzmann);Nederland, Sud (Place)|Gent (Place)|Audenarde (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8451104r/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3113;100062291;;parchment;143 f.;160;110;;;1;;;;Cursiva;Formata;;;"http://visualiseur.bnf.fr/Visualiseur?Destination=Daguerre&amp;O=7916920";;1457;1477;1465-1480 (Stutzmann) 15e s. (ca. 1470) (Medium) From : 1465 (CCLL) To : 1470 (CCLL);Champagne (Place)|Lorraine (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005168/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3114;100062340;;parchment;200 f.;155;110;;;1;;;;Cursiva;Formata;;;Maître de Coëtivy   (Enlumineur);;1457;1477;1465-1480 (Stutzmann) 1401-1500 (Medium) From : 1465 (CCLL) To : 1470 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509693s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3115;100062341;;parchment;190 f.;159;114;;;1;;;;Cursiva;Formata;;;;;1455;1475;1460-1480 (Stutzmann) 1401-1500 (Medium) From : 1480 (CCLL) To : 1480 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550008032/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3116;100077940;;parchment;139 f.;195;120;;;1;;;;Cursiva;Formata;;d'après calendrier;Maître de Spencer 6   (Enlumineur);;1490;1510;15e s.,17e s. (Medium) From : 1500 (CCLL) To : 1500 (CCLL);Bourges (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52509697k/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3117;100077941;;parchment;155 f.;140;100;;;1;17;;;Cursiva;Libraria/Formata;;;Atelier de Guillaume Lambert   (Enlumineur)._x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ début des heures en capitale sur encadrement (22r Annonciation, 58r, Annonce aux bergers, sans texte);;1475;1495;15e s. (1446-1466) (Medium) From : 1485 (CCLL) To : 1485 (CCLL);Lyon (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037275w/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3118;100077942;;parchment;120 f.|120;220;160;98;68;1;15;;;Textualis;Formata;;"réclames horizontales textualis ; tuarum avec r capital barré; 63r, obsecro te, nbx -orum avec r capital barré";;;1445;1465;1470? (Stutzmann) 1401-1500 (Medium) From : 1450 (CCLL) To : 1500 (CCLL);Besançon (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10036467s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3119;100062342;;parchment;270|170 f.;205;155;130;90;1;20;;;Textualis meridionalis;Formata;;"-bus par b et c renversé ; m verticaux ; réclames horizontales";décoration très importante, non analysée|Bordures, 24 lettres historiées (26, 34, 36, 37, 38, 42v°, 43, 46v°, 47v°, 57, 61, 62, 66v°, 80v°, 85v°, 88, 90, 107, 120, 124v°, 133, 134, 142v°, 164, ) et ornées (Virgo);1492;;;15e s. (1492) (Medium) From : 1492 (CCLL) To : 1492 (CCLL);Magyarorszag, Alba Julia (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b100373758/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3120;100049411;;;163 ff. (CCLL);66;46;40;25;1;22;;;Textualis;Formata;;g gothique, d onciaux et droits, demi-r après o et h, mais aspect humanistique;Maître des Très Petites Heures d'Anne de Bretagne   (Enlumineur);;1488;1508;From : 1499 (CCLL) To : 1499 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515740c/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3134;100104768;;;I+124+I ff. (CCLL);185;130;;;1;16;;;Textualis;Formata;;;15 miniatures (f. 13, 25, 35v°, 48, 54, 57v°, 61, 64v°, 67v°, 71, 74v°, 77, 97), bordures, lettres ornées (Virgo);;1440;1460;From : 1400 (CCLL) To : 1500 (CCLL);Rouen (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000424g/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3145;100077944;;parchment;271 f.;180;135;;;1;;;;Textualis;Libraria;;;Jean Le Noir (Enlumineur);;1336;1350;14e s. (ca. 1330-1340) (Medium) From : 1336 (CCLL) To : 1340 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10025448r/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3181;100077945;;parchment;218 f.;130;90;;;1;;;;Cursiva;Formata;;;Colombe, Jean (143.-1493?)   (Enlumineur)_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ Miniature pleine page avec début de texte sur cuir;;1470;1490;15e s. (seconde moitié) (Medium) From : 1480 (CCLL) To : 1480 (CCLL);Bourges (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511766t/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3187;;;;214 ff. (+ 13bis) (CCLL);130;90;;;1;14;;;Cursiva;Formata;;;20r, s. Marc, livre écriture stylisée_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ Banque d'images : date = 1465?;;1470;1480;From : 1465 (CCLL) To : 1465 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8447775g/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3188;;;;163;170;125;;;1;15;;;Textualis;Formata;;(53r) -bus avec b et c renversé, mais les autres caractéristiques ne sont pas méridionales;"Provençal painter|Pas de phylactères._x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 89r, capitales ""INRI"" avec r sans barre verticale";;1450;1470;1450-1460 (Stutzmann) From : 1450 (CCLL) To : 1460 (CCLL);Provence (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452807q/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3190;;;;52;161;115;92;63;1;17;;;Textualis;Libraria/Formata;;;;;1475;1500;From : 1480 (CCLL) To : 1500 (CCLL);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528084/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3191;100081017;;;156 ff. (CCLL);163;113;;;1;15;;;Cursiva;Formata;;;Maître de Charles de France;;1455;1470;From : 1455 (CCLL) To : 1460 (CCLL);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000442d/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3194;;;;II+124+II ff. (CCLL);235;170;;;1;18;;;Textualis;Libraria;;;;;1410;1430;From : 1420 (CCLL) To : 1420 (CCLL);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000324z/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3196;100077946;;parchment;229 f.;162;110;;;1;;;;Textualis;Libraria;;;;;1420;1440;1401-1500 (Medium) From : 1425 (CCLL) To : 1450 (CCLL);Rouergue (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10035924b/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3197;100104767;;;128;195;130;105;65;1;24;;;Cursiva;Formata;;;"Deux artistes: le maître d'oeuvre a peint les pages principales au début des matines de la Vierge (27) et de l'office des morts (f. soustrait, représentant Job sur le fumier, passé récemment en vente à Paris, Hotel Drouot, 13 avril 1984, n° 25);";;1490;1510;From : 1500 (CCLL) To : 1500 (CCLL);Bourbonnais (Place)|Lyonnais (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154676/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3200;100077947;;parchment;181 f;190;135;;;1;;;;Textualis;Libraria;;;13 miniatures (f. 13, 20, 29, 41, 53, 59v°, 64, 68, 72, 79, 87, 108, 158), bordures, lettres ornées (Virgo)|Troyes painter - Champagne painter;;1460;1480;1470? (Stutzmann) 15e s. (ca. 1470) (Medium) From : 1470 (CCLL) To : 1470 (CCLL);Troyes (Place)|Champagne (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10037130m/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3201;;;;120;130;85;66;40;1;16;;;Cursiva;Formata;;;;;1480;1490;From : 1480 (CCLL) To : 1490 (CCLL);Bretagne (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b53000319s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3203;100077948;;parchment;167 f.;93;70;;;1;14;;;Cursiva;Formata;;;Maître du Boccace de Munich (Enlumineur);;1475;1490;15e s. (ca. 1475-1480) (Medium) From : 1470 (CCLL) To : 1470 (CCLL);Tours (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10038542s/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3204;;;;136;185;128;96;64;1;;;;Textualis;Formata;;;"72v, panneau capitales ""Inri"" avec n oncial arrondi|Anjou painter - Western French painter";;1450;1470;1460-1470 (Stutzmann) From : 1460 (CCLL) To : 1470 (CCLL);Anjou (Place)|France, Ouest (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b60004499/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3208;;;;80;173;125;88;65;1;16;;;Textualis;Formata;;;Phylactère textualis: 15r, Annonciation|11 miniatures (f. 15, 33, 34, 35, 40, 44, 47v°, 51, 54, 59, 76), bordures, lettres ornées (Virgo);;1425;1475;From : 1440 (CCLL) To : 1460 (CCLL);Normandie (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452814v/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3209;;;;108;148;111;93;62;1;18;;;Textualis;Formata;;;"Antoine de Lonhy   (Enlumineur)_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ Phylactères textualis: 7r, devise sur phylactère et lettres peintes en marges ;|Burgundy painter";;1445;1465;1450-1470 (Stutzmann) From : 1450 (CCLL) To : 1460 (CCLL);Bourgogne (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528158/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3210;100077809;;;II+105+II ff. (CCLL);159;108;;;1;21;;;Textualis meridionalis;Formata;;;;;1483;1503;From : 1493 (CCLL) To : 1493 (CCLL);Nancy (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532602t/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3211;100077949;;parchment;570 p.;205;144;;;1;;;;Textualis;Libraria;;;Maître de Jouvenel (Enlumineur)|18 miniatures (f. 27, 35, 71, 112, 132, 145, 169, 191, 224, 241, 262, 279, 301, 306, 314, 321, 334, 431), bordures, lettres ornées et filigranées (Virgo);;1450;1465;15e s. (ca. 1450-1455) (Medium) From : 1450 (CCLL) To : 1455 (CCLL);Angers (Place)|Tours (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10025446v/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3213;;;;159;190;135;95;65;1;15;;;Textualis;Libraria/Formata;;;"Phylactères textualis: 13r, s. Jean ""Secundum Johannem"" avec lettre peinte; 19r, Annonciation ""Ave…"";";;1430;1460;From : 1450 (CCLL) To : 1460 (CCLL);Lyon (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528173/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3214;100037746;;parchment;184 f.;182;106;;;1;15;;;Textualis;Libraria;;;Atelier de Simon Marmion   (Enlumineur);;1450;1470;c.1460;Valenciennes (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452837v/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3217;49370;;parchment;230 f.;130;95;70;46;1;15;;;Cursiva;Formata;;cursiva très pointue;;;1460;1490;c.1470-1480;Brugge (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8452820k/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3225;100077950;;parchment;130 f.;160;115;;;1;;;;Textualis;Libraria/Formata;;;"Le Tavernier, Jean   (Enlumineur)_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 36r, phylactère textualis Annonciation ""Ave…""; écriture stylisée";;1440;1460;c.1450;Audenarde (Place)|Nederland, Sud (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b100252641/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3226;100135177;;;119 ff. (CCLL);182;130;;;1;;;;Cursiva;Formata;;;"Maître de Dunois._x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 18r, phylactère textualis ""Puer natus""";;1435;1455;1445-1450 (Stutzmann) From : 1445 (CCLL) To : 1450 (CCLL);Paris (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10532604q/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3229;100079155;;parchment;204 f.|204;125;95;72;44;1;16;;;Textualis;Formata;;;"Phylactère textualis : 18r, Annonciation, ""Ave…"" A peint en rouge|Franche-Comté painter - Provençal painter";;1440;1460;1440-1460 (Stutzmann) 15e s. (ca. 1440-1450?) (Medium);Franche-Comté (Place)|Provence (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528299/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3231;100050085;;parchment;273 f.;235;160;;;1;14;;;Textualis;Libraria/Formata;;;Amiens painter;;1420;1440;1430? + 1480) (Stutzmann) 15e s. (1420-1440 + 1480) (Medium) From : 1430 (CCLL) To : 1430 (CCLL);Amiens (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b100254479/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3234;;;;160 f.;;;;;1;;;;Textualis meridionalis;Formata;;;;;1480;1500;From : 1491 (ILT) To : 1500 (ILT);Firenze (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b84528262/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3244;100050285;;parchment;336 f.|336;110;78;56;36;1;14;;;Textualis;Formata;;;"Phylactères textualis nombreux, dont 35r, Annonciation, ""Ave…"" écrit en bleu_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x000D_ 23r, Crucifixion, ""INRI"" capitales onciales (n et r arrondis) ; lettres textualis en marge";;1440;1460;15e s. (1440-1460) (Medium);Angers (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b8571085n/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);nouv. acq. lat. 3248;100048461;;parchment;203 f.;190;140;;;1;;;;;;;;14 miniatures (f. 21, 35, 49, 56, 61, 65v°, 70, 78, 106, 158, 162v°, 166v°, 174v°) (Virgo);;1405;1425;1401-1425 + 1475-1480 (Stutzmann) 15e s. (ca. 1480) (Medium) From : 1400 (CCLL) To : 1410 (CCLL);Troyes (Place)|Champagne (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10021257k/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);Rothschild 3154 (24 a);100079197;;parchment;;;;;;;;;;;;;;;;1480;1520;1301-1500 (Medium);;https://gallica.bnf.fr/iiif/ark:/12148/btv1b10091875z/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);Smith-Lesouëf 21;100077952;;;227;136;105;;;1;;;;Textualis meridionalis;Formata;;rotunda;;;1270;1300;;Bologna (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b10547048x/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);Smith-Lesouëf 24;;;;10;132;80;;;1;;;;Cursiva;Libraria;;;;;1475;1500;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b105222685/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);Smith-Lesouëf 28;;;;fragments 22;158;119;;;1;;;;;;;;;;1480;1520;;;https://gallica.bnf.fr/iiif/ark:/12148/btv1b100223238/manifest.json
Paris, Bibliothèque nationale de France, Manuscrits (Organisation);Smith-Lesouëf 42;;;;140;142;84;;;1;;;;Humanistique;Formata;;;Noël Bellemare (Maître des Épîtres Getty, Maître des Heures Doheny);;1520;1530;From : 1500 (CCLL) To : 1550 (CCLL);Flandre (Place);https://gallica.bnf.fr/iiif/ark:/12148/btv1b550106099/manifest.json
Paris, Bibliothèque Sainte-Geneviève (Organisation);2695;43047;;parchment;31 f.;;;;;;;;;;;;;;;1401;1500;;;https://iiif.archivelab.org/iiif/MS2695/manifest.json
Aubervilliers, IRHT, Collections privées (Organisation);CP 0008;100019921;;parchment;148 f.;175;120;;;;;;;;;;;;1501;;;16e s. (1501) (Medium);;https://bvmm.irht.cnrs.fr/iiif/22221/manifest
Aubervilliers, IRHT, Collections privées (Organisation);CP 0017;100019930;;parchment;124 f.;200;145;;;;;;;;;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/22371/manifest
Aubervilliers, IRHT, Collections privées (Organisation);CP 0450;100055697;;parchment;;;;;;;;;;;;;;;;1422;1442;;;https://bvmm.irht.cnrs.fr/iiif/20202/manifest
Aubervilliers, IRHT, Collections privées (Organisation);CP 0451;100055698;;parchment;;;;;;;;;;;;;;;;1401;1500;;;https://bvmm.irht.cnrs.fr/iiif/20203/manifest
Aubervilliers, IRHT, Collections privées (Organisation);CP 0452;100055699;;parchment;;;;;;;;;;;;;;;;1401;1500;;;https://bvmm.irht.cnrs.fr/iiif/20204/manifest
Aubervilliers, IRHT, Collections privées (Organisation);CP 0600;100079070;;parchment;186 feuillets;;;;;;;;;;;;;;;1460;1480;;;https://bvmm.irht.cnrs.fr/iiif/23555/manifest
Paris, Musée des Arts décoratifs (Organisation);inv. 40342;100042947;;parchment;195 f.;215;150;;;1;14;;;Textualis;Formata;;;;;1410;1430;1501-1600 (Stutzmann) 1501-1600 (Medium);Troyes (Place);https://bvmm.irht.cnrs.fr/iiif/18616/manifest
Paris, Musée des Arts décoratifs (Organisation);inv. 40343;100042948;;parchment;? f.;170;113;;;1;18;;;Textualis;Formata;;;;;1451;1500;15e s. (seconde moitié) (Medium);;https://bvmm.irht.cnrs.fr/iiif/18617/manifest
Paris, Musée Jacquemart-André (Organisation);MJAP-Ms 1312;23185;;parchment;154 f.;185;130;;;1;;;;;;;;43 miniatures (f. 13, 28, 37v°, 40, 42v°, 49v°, 53, 66, 70, 76, 79v°, 83, 87, 90, 93, 94, 101v°, 104v°, 107, 109v°, 111v°, 113v°, 116v°, 144-153v°), bordures, lettres ornées (Virgo);;1301;1400;1301-1400 (Medium) From : 1325 (CCLL) To : 1330 (CCLL);Paris (Place);https://bvmm.irht.cnrs.fr/iiif/33680/manifest
Paris, Petit Palais, Musée des Beaux-Arts de la ville de Paris (Organisation);LDUT 0035;100047499;;parchment;192 f.;240;180;;;1;16;;;Textualis;Formata;;;;;1442;1462;1450? (Stutzmann) 15e s. (ca. 1450) (Medium) From : 1450 (CCLL) To : 1450 (CCLL);Paris (Place);https://bvmm.irht.cnrs.fr/iiif/19008/manifest
Paris, Petit Palais, Musée des Beaux-Arts de la ville de Paris (Organisation);LDUT 0036;100047019;;parchment;234 f.;111|104;85|75;;;1;17;;;Textualis;Formata;;;;;1505;1530;c.1515-1520 (c.1510 ?);;https://bvmm.irht.cnrs.fr/iiif/19009/manifest
Paris, Petit Palais, Musée des Beaux-Arts de la ville de Paris (Organisation);LDUT 0037;100047020;;parchment;148 f.;158;95;;;1;20;;;Humanistique;Formata;;;;;1526;1540;16e s. (1526-1540) (Medium) From : 1400 (CCLL) To : 1450 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/19010/manifest
Poitiers, Bibliothèque municipale (Organisation);1096;100017474;;parchment;158 f.;140;95;;;1;;;;Cursiva;;;;9 miniatures (f. 13, 22, 43, 55, 73, 88v°, 93, 114v°, 151), bordures, lettres ornées (Virgo);;1470;1490;15e s. (ca. 1480) (Medium) From : 1480 (CCLL) To : 1490 (CCLL);France, Centre-Ouest (Place);https://horae-pictavenses.fr/iiif/708/manifest
Poitiers, Bibliothèque municipale (Organisation);1097;100017475;;parchment;82 f.;150;90;;;1;;;;;;;;50 miniatures (f. 1-3v°, 4v°, 6, 8, 11, 16, 21, 22, 25, 27v°, 30, 32v°, 35v°, 38, 46, 60-68, 73v°, 74v°, 76), bordures, lettres ornées (Virgo);1475;;;15e s. (1475) (Medium) From : 1475 (CCLL) To : 1484 (CCLL);Poitiers (Place);https://horae-pictavenses.fr/iiif/889/manifest
Poitiers, Bibliothèque municipale (Organisation);1106;100035147;;parchment;92 f.;185;126;;;;;;;Cursiva;;;;;;1390;1410;15e s. (ca. 1400) (Medium);;https://horae-pictavenses.fr/iiif/1084/manifest
Poitiers, Bibliothèque municipale (Organisation);1110;100048668;;parchment;69 f.;160;108;;;;;;;Cursiva;;;;;;1470;1490;15e s. (ca. 1480) (Medium);;https://horae-pictavenses.fr/iiif/1083/manifest
Poitiers, Bibliothèque municipale (Organisation);1120;100048669;;parchment;132 f.;200;145;;;;;;;Hybrida;;;;;;1505;1510;16e s. (1505-1510) (Medium);;https://horae-pictavenses.fr/iiif/217/manifest
Poitiers, Bibliothèque municipale (Organisation);1122;100085108;;parchment;95 f.;;;;;;;;;;;;;;;1450;1500;;;https://horae-pictavenses.fr/iiif/1598/manifest
Poitiers, Bibliothèque municipale (Organisation);1327;100085111;;parchment;94 f.;;;;;;;;;;;;;;;1451;1500;;;https://horae-pictavenses.fr/iiif/1599/manifest
